Test Case,Array Size,Kth Smallest Element Position,Runtime
63974,7611,438,0.000044
63977,2366,653,0.000029
63997,14164,900,0.000035
64006,5477,75,0.000033
64010,3974,379,0.000045
64015,9758,768,0.000038
64024,13842,348,0.000039
64027,15228,747,0.000034
64029,5975,898,0.000033
64030,4518,546,0.000045
64034,6994,490,0.000027
64040,842,402,0.000019
64041,1250,680,0.000024
64044,25810,648,0.000033
64056,31808,466,0.000031
64065,12858,377,0.000036
64079,11086,15,0.000034
64082,173,314,0.000005
64083,25985,477,0.000035
64090,7583,693,0.000033
64104,5377,796,0.000036
64105,3860,931,0.000039
64110,16671,326,0.000035
64114,1860,393,0.000029
64117,2050,529,0.000020
64134,47,968,0.000002
64136,1837,477,0.000028
64155,6954,971,0.000035
64160,1817,232,0.000040
64169,4404,693,0.000026
64175,22138,708,0.000034
64187,29779,468,0.000047
64204,2429,885,0.000030
64208,2875,201,0.000033
64214,28574,137,0.000033
64215,1794,112,0.000028
64217,11905,731,0.000034
64225,2079,832,0.000036
64226,23277,910,0.000034
64238,15754,426,0.000033
64246,12509,731,0.000034
64251,24666,908,0.000034
64255,3805,695,0.000032
64261,25544,500,0.000033
64263,901,315,0.000021
64270,10577,830,0.000032
64272,22168,973,0.000034
64280,2783,129,0.000032
64282,4355,585,0.000033
64286,840,742,0.000012
64291,29798,748,0.000033
64296,8371,308,0.000033
64300,845,56,0.000018
64305,3746,93,0.000039
64320,14324,989,0.000033
64330,8459,919,0.000035
64331,3438,857,0.000034
64338,2803,941,0.000030
64339,2783,496,0.000032
64346,5262,54,0.000033
64347,1589,57,0.000027
64353,23927,645,0.000034
64354,268,442,0.000007
64359,645,948,0.000016
64372,772,389,0.000018
64377,327,836,0.000009
64387,7727,252,0.000024
64402,2454,445,0.000031
64408,11468,573,0.000034
64414,1323,301,0.000025
64422,29436,89,0.000035
64427,14223,431,0.000037
64428,10985,364,0.000034
64434,31131,276,0.000046
64436,2519,108,0.000030
64446,2711,29,0.000031
64449,2952,72,0.000038
64461,23440,137,0.000034
64470,195,185,0.000005
64478,712,846,0.000021
64485,29609,532,0.000034
64489,14913,680,0.000034
64503,1402,149,0.000025
64510,4698,756,0.000023
64535,13112,877,0.000034
64549,1888,43,0.000029
64562,8865,738,0.000035
64574,67,5,0.000002
64585,31957,425,0.000040
64590,995,938,0.000020
64606,14920,207,0.000033
64618,2786,421,0.000031
64619,20375,280,0.000034
64635,1370,68,0.000026
64638,29039,926,0.000034
64641,10408,162,0.000033
64651,21842,692,0.000023
64657,28815,59,0.000034
64660,28171,189,0.000033
64662,501,367,0.000013
64669,25260,369,0.000019
64678,27846,656,0.000034
64682,19118,517,0.000021
64695,12206,132,0.000036
64696,101,329,0.000003
64729,3056,446,0.000032
64742,31510,597,0.000035
64743,1592,631,0.000027
64760,3216,32,0.000032
64771,247,399,0.000008
64774,7741,395,0.000033
64780,10847,210,0.000034
64782,2963,786,0.000032
64787,26822,269,0.000033
64804,1891,651,0.000028
64820,455,457,0.000008
64823,29827,533,0.000034
64825,11036,632,0.000033
64828,2526,656,0.000031
64835,33,581,0.000001
64837,22089,807,0.000035
64853,17538,434,0.000033
64856,2146,893,0.000028
64857,5283,31,0.000033
64861,10020,87,0.000033
64871,31777,794,0.000033
64878,4749,375,0.000034
64879,2045,407,0.000029
64881,347,536,0.000006
64884,26345,436,0.000044
64889,14410,288,0.000035
64894,92,775,0.000003
64916,25265,238,0.000035
64919,20243,366,0.000026
64920,22180,486,0.000034
64925,4257,913,0.000036
64926,4751,109,0.000041
64935,4826,214,0.000034
64938,76,662,0.000002
64939,1759,224,0.000034
64940,2567,270,0.000031
64944,6289,731,0.000029
64953,542,516,0.000013
64955,4625,959,0.000046
64963,915,573,0.000015
64964,3192,143,0.000033
64967,2160,759,0.000032
64968,4336,186,0.000022
64980,9653,284,0.000033
64981,19906,75,0.000035
64986,4944,895,0.000034
64990,566,309,0.000013
64991,3764,684,0.000032
64998,7069,705,0.000036
64999,8103,322,0.000032
65003,30467,999,0.000023
65010,21088,650,0.000033
65014,1967,688,0.000030
65023,2509,961,0.000031
65024,145,192,0.000004
65045,16953,138,0.000034
65047,5842,510,0.000042
65049,1705,143,0.000028
65050,708,863,0.000017
65055,387,235,0.000010
65074,2264,20,0.000028
65081,14825,107,0.000034
65085,4886,310,0.000034
65096,21999,906,0.000034
65099,1495,656,0.000027
65105,8844,301,0.000033
65117,1182,909,0.000022
65118,12951,359,0.000022
65119,18085,21,0.000022
65122,1045,514,0.000023
65133,17729,855,0.000039
65134,4922,144,0.000039
65137,3450,672,0.000033
65145,1300,649,0.000025
65147,842,230,0.000018
65148,19743,372,0.000034
65157,8463,482,0.000044
65172,823,654,0.000012
65173,921,132,0.000035
65179,10162,597,0.000045
65186,1986,124,0.000031
65198,7314,35,0.000032
65199,9912,304,0.000034
65207,13060,291,0.000034
65218,9546,469,0.000034
65240,25692,689,0.000035
65244,376,540,0.000010
65251,939,709,0.000021
65256,14545,859,0.000033
65257,11847,336,0.000033
65260,1885,488,0.000028
65265,29289,744,0.000035
65270,4064,105,0.000033
65271,161,249,0.000004
65274,4107,555,0.000033
65282,1192,509,0.000022
65286,359,92,0.000009
65300,6193,894,0.000032
65308,10744,365,0.000034
65313,3794,248,0.000033
65329,27470,972,0.000041
65334,26563,444,0.000034
65336,4062,673,0.000025
65338,298,703,0.000008
65346,3151,939,0.000034
65352,155,927,0.000005
65353,4048,585,0.000033
65357,22799,531,0.000033
65374,6342,110,0.000034
65379,3733,56,0.000033
65397,870,379,0.000018
65415,20721,327,0.000034
65419,1707,817,0.000026
65426,523,788,0.000013
65428,5579,23,0.000059
65436,3954,719,0.000033
65438,71,932,0.000002
65439,15410,153,0.000033
65460,15932,298,0.000035
65469,5279,143,0.000033
65480,3742,1,0.000033
65485,7861,49,0.000043
65487,8165,577,0.000036
65491,1040,108,0.000023
65496,25995,641,0.000034
65505,484,69,0.000012
65512,16818,96,0.000035
65513,166,815,0.000005
65520,12,458,0.000000
65531,7146,554,0.000035
65532,26340,296,0.000036
65545,295,403,0.000012
65548,12840,774,0.000039
65551,2099,656,0.000030
65552,13783,811,0.000034
65556,2866,918,0.000032
65559,2660,45,0.000032
65567,8515,798,0.000034
65568,116,907,0.000003
65572,1751,141,0.000019
65573,19464,87,0.000033
65586,7378,936,0.000037
65593,31657,218,0.000036
65594,527,107,0.000014
65595,7652,314,0.000033
65596,29558,695,0.000034
65597,17184,720,0.000035
65598,76,57,0.000002
65630,5356,758,0.000033
65634,7788,456,0.000025
65648,3551,219,0.000032
65664,2740,761,0.000030
65678,1141,302,0.000022
65683,922,283,0.000021
65687,5324,540,0.000042
65692,4396,727,0.000034
65694,2851,102,0.000021
65704,4724,420,0.000034
65705,16122,420,0.000032
65709,1077,687,0.000021
65711,4201,823,0.000035
65714,3818,990,0.000034
65717,9443,447,0.000034
65721,12,818,0.000000
65726,335,738,0.000009
65740,12246,300,0.000034
65741,2789,580,0.000031
65745,5189,225,0.000034
65746,135,902,0.000004
65747,18774,656,0.000028
65753,28792,524,0.000034
65754,2653,278,0.000031
65757,271,353,0.000013
65759,6585,596,0.000034
65763,29985,312,0.000032
65765,21362,815,0.000034
65773,528,145,0.000013
65778,19659,934,0.000034
65783,6835,127,0.000034
65796,4308,276,0.000034
65803,3413,631,0.000032
65805,27307,621,0.000034
65813,5132,467,0.000033
65816,400,381,0.000006
65824,10624,197,0.000035
65826,27427,630,0.000034
65827,27293,357,0.000034
65837,1029,307,0.000022
65853,6164,847,0.000033
65863,5833,521,0.000034
65864,892,293,0.000018
65865,1059,330,0.000020
65874,2086,852,0.000028
65879,1350,503,0.000024
65889,16669,42,0.000034
65897,29505,477,0.000035
65898,8140,985,0.000036
65903,19998,740,0.000020
65905,1864,316,0.000021
65927,1169,415,0.000023
65940,135,147,0.000004
65942,1766,388,0.000028
65949,8998,785,0.000033
65951,167,635,0.000005
65956,15963,382,0.000034
65959,27708,260,0.000034
65961,3342,410,0.000038
65972,1807,516,0.000017
65984,1315,18,0.000025
65987,12752,490,0.000034
65991,804,465,0.000008
65995,992,10,0.000017
66001,23127,796,0.000035
66002,2277,738,0.000032
66018,6756,56,0.000034
66021,11215,960,0.000035
66029,1297,893,0.000024
66036,7214,635,0.000033
66047,3137,782,0.000032
66056,15126,812,0.000034
66069,13762,118,0.000023
66075,28814,825,0.000034
66076,2852,481,0.000032
66094,1668,427,0.000026
66100,616,124,0.000010
66116,3216,689,0.000023
66118,452,397,0.000011
66119,1447,910,0.000027
66141,28282,260,0.000023
66146,8878,207,0.000035
66151,29147,410,0.000033
66152,13498,227,0.000034
66159,18875,599,0.000023
66160,2327,888,0.000031
66161,18450,309,0.000039
66174,668,69,0.000016
66188,5385,149,0.000034
66195,15513,423,0.000034
66197,215,230,0.000006
66210,10302,693,0.000033
66213,31995,302,0.000033
66215,1876,32,0.000029
66223,5733,542,0.000033
66227,3216,255,0.000019
66235,12086,939,0.000034
66239,8759,462,0.000026
66242,21855,157,0.000024
66244,7939,89,0.000034
66246,25,845,0.000001
66249,21700,226,0.000042
66251,6837,477,0.000034
66254,500,417,0.000008
66283,399,729,0.000010
66289,14024,747,0.000035
66291,1153,620,0.000023
66300,4327,151,0.000034
66307,2123,241,0.000030
66309,741,248,0.000017
66311,160,726,0.000004
66322,1224,943,0.000023
66342,2061,305,0.000022
66348,13423,60,0.000033
66360,1121,85,0.000029
66367,412,67,0.000011
66379,4716,790,0.000032
66385,2448,279,0.000031
66390,13954,959,0.000033
66392,20276,196,0.000035
66396,4705,719,0.000034
66401,13367,835,0.000033
66412,738,838,0.000017
66426,2434,532,0.000031
66429,987,884,0.000021
66434,21796,519,0.000022
66441,6359,132,0.000038
66450,640,780,0.000022
66452,510,953,0.000012
66453,19487,178,0.000034
66455,18613,696,0.000036
66473,24322,92,0.000034
66477,29134,269,0.000035
66482,3820,638,0.000033
66494,1487,608,0.000022
66509,2848,814,0.000031
66518,26748,443,0.000032
66519,16857,982,0.000034
66536,103,642,0.000003
66539,669,900,0.000016
66545,456,90,0.000012
66565,22590,607,0.000039
66579,4362,847,0.000033
66580,8806,540,0.000032
66592,1617,166,0.000031
66598,26818,106,0.000034
66599,8537,730,0.000031
66606,87,184,0.000002
66611,25988,154,0.000023
66619,11037,180,0.000041
66633,3979,341,0.000034
66659,3469,349,0.000032
66661,18657,325,0.000034
66665,22530,825,0.000034
66675,265,146,0.000008
66682,4939,330,0.000033
66690,12848,717,0.000034
66700,4798,347,0.000029
66701,1364,853,0.000025
66704,2202,207,0.000033
66710,29361,967,0.000024
66715,5994,535,0.000035
66725,7809,523,0.000034
66730,27457,244,0.000034
66733,27863,140,0.000037
66738,1858,840,0.000028
66744,18299,319,0.000033
66746,15932,220,0.000034
66749,5858,784,0.000033
66757,4794,744,0.000032
66775,2669,878,0.000031
66790,1132,857,0.000022
66798,492,112,0.000012
66809,231,473,0.000006
66813,1780,55,0.000028
66839,3314,39,0.000033
66851,4462,994,0.000043
66859,10132,316,0.000034
66879,3454,220,0.000033
66884,8765,178,0.000036
66890,64,733,0.000002
66901,15453,443,0.000037
66905,139,605,0.000004
66908,2761,592,0.000039
66913,327,850,0.000008
66923,19666,110,0.000034
66924,1760,778,0.000028
66938,3547,284,0.000040
66939,2631,527,0.000031
66948,1402,41,0.000031
66950,26642,460,0.000034
66951,824,622,0.000018
66955,5388,204,0.000156
66958,11411,103,0.000034
66964,1379,86,0.000026
66965,10090,747,0.000039
66970,31421,39,0.000024
66973,29649,512,0.000036
66976,3721,825,0.000032
66978,2004,408,0.000028
67000,2349,335,0.000039
67016,7484,746,0.000034
67021,11484,512,0.000032
67036,5785,426,0.000033
67040,4476,32,0.000033
67042,27532,389,0.000034
67047,2446,6,0.000033
67055,9086,120,0.000034
67070,2918,428,0.000032
67072,3247,15,0.000034
67076,8419,48,0.000032
67081,30598,16,0.000024
67085,10225,571,0.000035
67088,867,15,0.000026
67092,1119,394,0.000023
67098,2959,975,0.000032
67102,13254,97,0.000034
67117,12949,552,0.000034
67119,29810,438,0.000048
67124,571,489,0.000013
67128,27571,615,0.000045
67134,4542,900,0.000030
67137,1791,476,0.000029
67138,14694,615,0.000033
67139,4386,644,0.000035
67151,1663,722,0.000027
67156,13810,411,0.000034
67160,24325,814,0.000035
67163,26905,827,0.000035
67172,14844,638,0.000033
67176,5816,555,0.000033
67188,23,1,0.000001
67211,7353,654,0.000023
67217,752,353,0.000013
67219,1055,52,0.000032
67220,6757,32,0.000033
67242,13524,967,0.000034
67249,2958,714,0.000032
67253,8366,805,0.000035
67266,11854,518,0.000034
67272,15484,658,0.000035
67278,2332,914,0.000031
67286,28576,77,0.000035
67288,11359,388,0.000034
67291,15329,91,0.000033
67294,26672,624,0.000034
67305,13655,852,0.000034
67308,1254,593,0.000024
67309,385,139,0.000010
67313,2745,77,0.000032
67316,5737,245,0.000034
67319,14105,637,0.000033
67320,4801,889,0.000033
67326,12173,806,0.000034
67348,395,391,0.000011
67351,843,864,0.000019
67367,7500,95,0.000036
67368,342,625,0.000009
67374,2353,722,0.000030
67377,2009,182,0.000029
67396,641,647,0.000015
67416,2234,854,0.000019
67425,10337,330,0.000034
67430,30349,234,0.000034
67438,14838,136,0.000034
67442,1952,60,0.000028
67459,1418,479,0.000025
67467,25980,61,0.000041
67473,10273,540,0.000035
67480,9387,677,0.000034
67481,3486,147,0.000036
67482,8621,911,0.000034
67485,24587,48,0.000042
67498,19410,552,0.000060
67503,13245,202,0.000034
67504,19157,961,0.000040
67507,2603,888,0.000032
67518,19857,74,0.000034
67525,1498,525,0.000025
67528,1549,199,0.000027
67531,4001,447,0.000031
67538,2682,229,0.000039
67540,2697,604,0.000032
67547,18299,551,0.000033
67550,7119,530,0.000037
67553,2771,96,0.000035
67558,16330,105,0.000033
67559,1137,273,0.000023
67562,1358,126,0.000024
67571,4128,521,0.000034
67573,15784,795,0.000026
67583,21959,32,0.000034
67587,18170,714,0.000035
67597,1642,427,0.000031
67603,7037,796,0.000073
67606,30716,294,0.000037
67608,32372,754,0.000043
67613,2545,849,0.000027
67616,1535,782,0.000020
67620,6432,497,0.000032
67623,6612,718,0.000033
67624,24121,28,0.000034
67635,6593,154,0.000034
67638,31807,195,0.000037
67650,1045,712,0.000028
67663,6368,636,0.000040
67668,6614,826,0.000033
67681,4387,256,0.000037
67687,19741,39,0.000034
67691,1428,715,0.000026
67697,4487,385,0.000034
67704,2958,477,0.000026
67708,1408,894,0.000019
67713,2388,862,0.000030
67717,12303,917,0.000036
67721,17848,623,0.000034
67722,3624,578,0.000034
67725,25648,805,0.000032
67736,18836,111,0.000034
67740,11314,693,0.000040
67743,5655,833,0.000022
67749,13148,269,0.000042
67754,16600,852,0.000034
67756,9116,724,0.000038
67760,25226,79,0.000034
67765,23097,270,0.000033
67768,31937,616,0.000035
67769,3899,673,0.000036
67773,18577,364,0.000039
67781,15,931,0.000000
67787,10559,665,0.000034
67806,6574,270,0.000034
67808,852,67,0.000020
67812,3240,35,0.000032
67824,1607,834,0.000030
67825,3263,444,0.000036
67827,25092,440,0.000046
67830,4137,517,0.000045
67831,14770,427,0.000034
67839,24998,173,0.000034
67846,1885,245,0.000027
67853,5045,204,0.000019
67865,16882,490,0.000034
67875,26785,64,0.000022
67890,20838,382,0.000033
67898,1881,482,0.000029
67903,4000,143,0.000034
67905,3804,838,0.000033
67918,2487,198,0.000030
67921,20826,205,0.000036
67934,2623,629,0.000030
67938,707,724,0.000019
67951,26143,459,0.000035
67955,14741,340,0.000034
67966,200,310,0.000006
67967,23679,973,0.000033
67977,2317,967,0.000031
67982,1763,652,0.000028
68001,13285,952,0.000033
68003,1137,755,0.000023
68006,453,264,0.000016
68008,6073,118,0.000034
68009,528,406,0.000013
68014,9737,674,0.000034
68029,3264,581,0.000032
68039,763,255,0.000010
68042,31494,657,0.000023
68054,11138,236,0.000046
68072,2758,667,0.000040
68074,1641,464,0.000027
68083,8214,112,0.000034
68094,547,476,0.000013
68104,1998,668,0.000029
68130,4537,392,0.000034
68150,3733,874,0.000033
68160,17995,348,0.000035
68172,8000,418,0.000035
68177,25800,338,0.000021
68181,13947,544,0.000034
68200,8098,437,0.000034
68207,5923,739,0.000033
68212,3811,115,0.000045
68221,9700,736,0.000034
68228,9765,750,0.000032
68240,7955,826,0.000034
68244,2754,315,0.000031
68251,9995,411,0.000033
68252,14382,603,0.000034
68259,5571,270,0.000040
68260,732,165,0.000017
68279,12809,56,0.000030
68285,15005,418,0.000034
68286,2811,720,0.000033
68290,2301,142,0.000130
68298,17101,49,0.000022
68316,12909,472,0.000033
68324,26283,367,0.000035
68325,12194,288,0.000034
68331,221,749,0.000006
68347,10177,81,0.000038
68355,776,851,0.000017
68357,20004,349,0.000029
68373,30198,769,0.000035
68382,10785,621,0.000033
68383,12245,957,0.000033
68384,9417,434,0.000034
68397,7500,547,0.000034
68414,2028,758,0.000030
68419,9650,618,0.000034
68435,11737,741,0.000034
68437,31888,969,0.000040
68453,16179,332,0.000022
68454,290,702,0.000006
68461,86,250,0.000002
68468,19186,209,0.000034
68478,1754,613,0.000026
68482,2828,898,0.000032
68498,1541,399,0.000026
68502,10111,156,0.000038
68511,30386,140,0.000035
68517,711,832,0.000017
68533,4960,903,0.000034
68538,1431,536,0.000023
68543,13473,743,0.000034
68575,4901,512,0.000033
68576,28165,649,0.000035
68579,2920,360,0.000033
68581,25602,11,0.000035
68582,5283,104,0.000034
68585,20744,97,0.000034
68589,399,824,0.000008
68592,1150,874,0.000023
68604,31662,665,0.000035
68615,20483,421,0.000034
68618,3315,337,0.000011
68622,15539,573,0.000034
68624,23700,869,0.000034
68626,4117,840,0.000034
68632,257,970,0.000007
68649,25663,975,0.000036
68654,4609,148,0.000033
68656,788,194,0.000018
68658,7371,990,0.000035
68662,18008,966,0.000021
68667,27932,133,0.000034
68678,1099,547,0.000034
68680,8213,359,0.000033
68697,4158,869,0.000041
68706,789,212,0.000018
68708,648,111,0.000015
68709,22426,351,0.000035
68710,14,556,0.000000
68721,39,679,0.000001
68722,6452,464,0.000036
68731,20957,288,0.000034
68748,363,349,0.000010
68754,1090,75,0.000021
68767,1638,63,0.000027
68776,826,114,0.000015
68777,342,276,0.000010
68780,6449,12,0.000034
68783,15144,479,0.000034
68784,31580,721,0.000047
68787,2295,987,0.000029
68789,3133,844,0.000022
68801,10547,658,0.000034
68804,3764,98,0.000058
68816,2627,839,0.000030
68843,31299,831,0.000034
68850,525,139,0.000013
68864,337,739,0.000009
68868,5107,268,0.000047
68872,1023,79,0.000021
68875,1254,298,0.000023
68878,2160,123,0.000030
68883,12871,456,0.000030
68890,7195,356,0.000035
68892,5381,495,0.000026
68896,4995,180,0.000034
68904,8765,507,0.000034
68910,4853,248,0.000036
68912,105,999,0.000003
68914,787,536,0.000014
68915,4474,513,0.000035
68918,24910,740,0.000036
68920,2331,38,0.000030
68921,27110,707,0.000035
68924,11641,117,0.000038
68927,19492,682,0.000034
68928,9977,554,0.000034
68929,6481,337,0.000034
68937,1100,478,0.000023
68940,290,378,0.000008
68955,10192,614,0.000039
68965,6349,851,0.000038
68972,23149,405,0.000032
68973,4534,345,0.000034
68976,3184,361,0.000034
68977,514,698,0.000012
68986,5724,695,0.000033
68988,13922,520,0.000034
68996,4699,978,0.000034
68997,22456,894,0.000040
68998,1632,717,0.000027
69010,2895,364,0.000036
69018,8928,899,0.000032
69025,14524,799,0.000035
69036,14179,316,0.000022
69042,24469,16,0.000033
69049,2132,705,0.000030
69051,28635,271,0.000033
69060,22711,717,0.000037
69062,31179,20,0.000034
69072,10220,937,0.000034
69074,1169,616,0.000023
69082,8781,779,0.000033
69083,2991,546,0.000032
69094,1446,664,0.000026
69098,6737,214,0.000034
69111,23785,794,0.000034
69115,24713,464,0.000034
69125,3821,411,0.000031
69142,6381,680,0.000034
69151,4488,253,0.000028
69155,951,128,0.000021
69158,21675,512,0.000034
69167,14751,63,0.000042
69177,3044,469,0.000031
