Test Case,Array Size,Kth Smallest Element Position,Runtime
56588,12715,332,0.000033
56592,26923,185,0.000035
56604,4439,61,0.000034
56605,815,825,0.000025
56617,32150,187,0.000034
56621,5384,617,0.000033
56628,2007,35,0.000030
56629,76,966,0.000002
56652,6263,413,0.000033
56656,25243,567,0.000039
56669,467,728,0.000011
56680,25154,940,0.000022
56695,231,111,0.000006
56721,1995,699,0.000035
56724,22223,864,0.000033
56728,574,350,0.000014
56734,4365,964,0.000040
56737,31228,264,0.000043
56745,13739,139,0.000035
56752,1075,893,0.000022
56756,4174,978,0.000019
56762,3667,90,0.000034
56768,6872,522,0.000034
56773,6026,360,0.000032
56778,10114,931,0.000040
56785,14527,139,0.000034
56790,3348,574,0.000032
56795,1494,51,0.000026
56806,1557,915,0.000025
56822,3567,448,0.000032
56823,21542,352,0.000034
56832,29581,384,0.000034
56839,308,881,0.000011
56851,168,902,0.000005
56855,368,544,0.000010
56857,2936,404,0.000031
56864,6403,543,0.000033
56873,4733,333,0.000033
56874,2836,457,0.000031
56889,8138,363,0.000033
56896,10230,943,0.000033
56900,26783,729,0.000034
56910,19691,10,0.000022
56934,24787,375,0.000032
56938,26810,206,0.000041
56939,766,579,0.000018
56964,17543,642,0.000035
56965,31056,693,0.000034
56968,1756,294,0.000027
56971,13627,889,0.000033
56975,5098,809,0.000043
56976,3935,736,0.000025
56987,95,759,0.000003
56991,21939,218,0.000060
56999,551,878,0.000014
57006,8117,763,0.000034
57012,18143,699,0.000039
57017,841,255,0.000019
57021,7,117,0.000000
57023,2686,799,0.000018
57025,1144,618,0.000023
57026,657,674,0.000015
57052,1706,251,0.000037
57053,3640,507,0.000019
57054,2288,101,0.000031
57069,24540,773,0.000034
57073,23435,170,0.000033
57080,35,903,0.000001
57084,822,824,0.000017
57089,18211,73,0.000032
57107,1003,808,0.000011
57140,935,745,0.000024
57141,501,639,0.000014
57143,30307,909,0.000034
57145,30358,318,0.000033
57148,11255,265,0.000034
57151,27280,868,0.000035
57154,846,255,0.000018
57155,6290,123,0.000029
57156,1037,733,0.000017
57157,2622,660,0.000032
57158,17075,781,0.000035
57162,20740,879,0.000033
57165,11725,25,0.000033
57172,2047,723,0.000030
57173,15433,647,0.000034
57175,1749,755,0.000020
57176,9239,760,0.000042
57180,4775,380,0.000027
57184,4372,639,0.000032
57186,4509,874,0.000034
57191,102,190,0.000003
57194,114,795,0.000003
57196,2786,262,0.000031
57200,9993,726,0.000034
57220,4801,555,0.000040
57222,10062,658,0.000035
57237,7199,742,0.000034
57245,6925,563,0.000032
57247,13641,298,0.000035
57251,12643,983,0.000037
57259,15323,292,0.000035
57261,1281,633,0.000024
57271,12496,937,0.000032
57273,12570,701,0.000034
57276,10781,286,0.000034
57285,743,106,0.000017
57292,8311,726,0.000033
57305,1754,465,0.000027
57310,28409,592,0.000034
57315,2213,119,0.000029
57320,4289,922,0.000034
57325,19865,479,0.000039
57330,139,187,0.000004
57331,8903,360,0.000034
57343,12578,410,0.000042
57362,273,354,0.000008
57367,1639,267,0.000028
57379,13679,726,0.000034
57388,981,111,0.000019
57390,1686,284,0.000028
57418,6835,888,0.000039
57420,11268,749,0.000045
57435,811,907,0.000018
57439,2425,301,0.000030
57446,16723,677,0.000034
57460,937,354,0.000019
57462,1410,634,0.000036
57465,256,693,0.000008
57479,12228,535,0.000035
57482,11866,130,0.000032
57484,25225,298,0.000034
57497,7872,312,0.000035
57504,24640,493,0.000035
57507,1791,155,0.000029
57511,244,880,0.000004
57527,5159,751,0.000033
57528,27547,447,0.000019
57550,5540,735,0.000032
57551,21426,378,0.000033
57555,13534,649,0.000036
57562,2117,626,0.000029
57590,361,83,0.000006
57598,19066,228,0.000045
57599,18621,787,0.000034
57603,1993,560,0.000029
57607,21439,336,0.000034
57614,9529,115,0.000034
57621,126,962,0.000004
57625,121,249,0.000004
57634,17062,726,0.000034
57643,18965,645,0.000034
57654,915,602,0.000019
57655,7466,524,0.000035
57658,19356,332,0.000049
57667,1110,380,0.000022
57670,27550,958,0.000035
57672,9311,354,0.000034
57692,7931,373,0.000033
57693,1386,743,0.000025
57695,28064,270,0.000032
57703,924,311,0.000018
57713,10144,98,0.000035
57728,1124,608,0.000030
57734,6727,983,0.000035
57745,102,470,0.000003
57748,4852,617,0.000034
57761,23071,488,0.000034
57762,11306,141,0.000033
57764,6659,523,0.000031
57778,9732,757,0.000034
57781,3543,673,0.000033
57783,10351,740,0.000019
57785,12306,514,0.000034
57787,30629,402,0.000035
57796,933,892,0.000021
57801,624,753,0.000015
57805,29717,468,0.000034
57810,15972,774,0.000034
57811,3173,235,0.000032
57814,74,229,0.000002
57822,3430,266,0.000032
57824,385,725,0.000005
57832,6144,398,0.000034
57835,9651,510,0.000039
57838,1135,675,0.000022
57848,104,758,0.000003
57854,22299,629,0.000036
57870,4317,918,0.000023
57871,16179,149,0.000025
57885,5696,161,0.000034
57914,2317,6,0.000031
57925,747,305,0.000018
57933,7320,885,0.000035
57938,18766,729,0.000033
57943,15385,334,0.000033
57949,2357,179,0.000042
57953,745,118,0.000020
57956,13856,222,0.000035
57962,2220,60,0.000030
57975,9187,981,0.000034
57998,15048,357,0.000035
58003,13684,485,0.000033
58006,7070,640,0.000034
58016,2998,733,0.000032
58021,2668,217,0.000032
58023,4211,916,0.000032
58027,26183,13,0.000043
58039,5570,856,0.000033
58041,3327,15,0.000033
58054,4474,727,0.000033
58067,25790,438,0.000033
58069,8004,49,0.000044
58073,6240,149,0.000033
58084,31003,927,0.000034
58088,1388,769,0.000026
58098,6236,99,0.000034
58124,3137,115,0.000033
58127,23286,128,0.000035
58128,5007,40,0.000039
58133,10262,652,0.000033
58168,209,875,0.000006
58174,6987,289,0.000034
58177,68,909,0.000002
58181,150,545,0.000004
58200,2258,346,0.000020
58212,19929,107,0.000034
58216,3091,752,0.000032
58230,17579,12,0.000033
58240,4043,794,0.000032
58245,7795,812,0.000033
58246,11,24,0.000000
58249,2267,276,0.000031
58260,645,311,0.000016
58264,1072,727,0.000020
58268,4172,431,0.000034
58277,18188,287,0.000034
58280,2052,74,0.000030
58292,9469,854,0.000034
58295,3099,297,0.000032
58304,403,96,0.000006
58310,12297,104,0.000026
58312,779,88,0.000012
58323,2513,316,0.000032
58325,5281,104,0.000034
58328,1758,949,0.000028
58336,6299,327,0.000030
58337,176,564,0.000005
58341,623,403,0.000016
58344,28696,917,0.000033
58347,6936,152,0.000034
58349,7327,370,0.000039
58355,135,643,0.000004
58362,554,341,0.000013
58372,13550,38,0.000033
58374,1831,636,0.000027
58380,335,933,0.000009
58394,3523,865,0.000031
58395,1226,959,0.000022
58397,13704,715,0.000032
58427,3451,416,0.000032
58434,850,558,0.000019
58447,2603,142,0.000031
58449,1265,808,0.000024
58458,12598,987,0.000033
58462,1555,336,0.000029
58471,483,343,0.000017
58476,1156,933,0.000024
58485,291,933,0.000009
58493,13892,645,0.000033
58494,30374,737,0.000033
58495,5910,901,0.000033
58497,12918,432,0.000035
58508,7993,54,0.000034
58514,6393,469,0.000033
58526,727,954,0.000016
58538,1142,526,0.000030
58540,965,64,0.000026
58559,4794,890,0.000034
58567,161,853,0.000005
58577,6481,465,0.000034
58585,12692,939,0.000033
58591,26340,532,0.000025
58592,4212,67,0.000020
58608,225,528,0.000006
58618,8651,657,0.000039
58622,6305,225,0.000034
58624,86,164,0.000002
58625,2139,403,0.000030
58637,12000,529,0.000032
58641,8955,888,0.000035
58642,5521,930,0.000044
58653,2795,349,0.000037
58657,30425,196,0.000024
58660,7148,957,0.000034
58662,1732,545,0.000028
58666,3009,732,0.000032
58690,3878,706,0.000022
58694,15446,591,0.000035
58703,1123,903,0.000022
58706,1626,611,0.000027
58713,20220,239,0.000034
58737,541,315,0.000013
58745,20329,629,0.000029
58760,475,874,0.000023
58768,26660,896,0.000034
58770,1298,577,0.000024
58776,1856,336,0.000048
58778,3852,646,0.000034
58779,6058,160,0.000033
58782,3717,902,0.000034
58796,8955,498,0.000034
58797,6971,650,0.000036
58799,1522,783,0.000027
58800,30681,909,0.000033
58834,28483,513,0.000035
58837,32387,867,0.000034
58849,4975,527,0.000144
58853,805,498,0.000018
58861,21631,526,0.000033
58872,1698,256,0.000020
58881,12505,472,0.000035
58883,1290,111,0.000024
58887,2081,901,0.000032
58896,25603,455,0.000038
58925,1014,171,0.000021
58933,2461,755,0.000031
58943,626,184,0.000016
58945,15318,730,0.000034
58946,5328,423,0.000034
58960,3624,135,0.000033
58961,16051,525,0.000035
58963,11482,483,0.000035
58967,12555,987,0.000034
58968,16122,485,0.000030
58984,16608,313,0.000033
58993,27448,342,0.000035
58995,32556,86,0.000039
59008,1337,493,0.000020
59011,3531,279,0.000025
59012,32345,350,0.000039
59014,9198,99,0.000037
59022,180,250,0.000006
59049,2078,349,0.000046
59061,238,850,0.000008
59068,16026,808,0.000033
59071,4761,729,0.000045
59072,732,477,0.000017
59076,15166,994,0.000053
59082,2549,771,0.000026
59086,5177,996,0.000022
59088,10319,115,0.000042
59096,7450,111,0.000041
59099,24367,694,0.000044
59101,15006,359,0.000049
59105,552,262,0.000015
59114,3155,357,0.000034
59115,2522,739,0.000038
59116,28159,772,0.000035
59126,362,919,0.000009
59133,551,616,0.000018
59140,1242,910,0.000024
59143,17993,316,0.000035
59146,10606,352,0.000034
59152,25459,471,0.000034
59162,4153,256,0.000034
59171,2558,809,0.000032
59174,2272,352,0.000044
59180,12174,931,0.000034
59183,5410,514,0.000033
59184,9777,405,0.000040
59191,2173,413,0.000039
59196,11599,830,0.000034
59197,21610,975,0.000033
59198,652,43,0.000015
59203,866,292,0.000020
59205,28601,165,0.000034
59219,5733,343,0.000034
59229,4653,241,0.000040
59233,14773,624,0.000038
59235,12869,33,0.000035
59243,18775,317,0.000035
59247,13994,132,0.000176
59252,9177,829,0.000047
59254,10098,578,0.000041
59255,11068,940,0.000054
59260,4208,750,0.000040
59266,1712,21,0.000029
59271,8154,743,0.000039
59303,1283,458,0.000025
59320,1300,255,0.000024
59330,20494,907,0.000034
59343,13190,806,0.000034
59344,6548,537,0.000034
59349,19903,145,0.000034
59365,380,93,0.000010
59366,3337,430,0.000032
59374,3678,969,0.000033
59388,28828,702,0.000034
59400,7829,592,0.000033
59410,245,257,0.000007
59415,11858,778,0.000033
59419,861,12,0.000019
59439,1663,284,0.000028
59440,6067,462,0.000034
59447,24400,389,0.000034
59449,10104,678,0.000034
59451,24564,870,0.000035
59452,26367,717,0.000034
59453,611,173,0.000015
59459,992,111,0.000021
59467,4205,585,0.000034
59478,6763,400,0.000034
59479,10296,795,0.000035
59481,24,560,0.000001
59487,7011,977,0.000033
59491,3554,735,0.000033
59498,307,458,0.000009
59504,15461,608,0.000024
59508,23912,135,0.000034
59509,261,365,0.000007
59519,13840,857,0.000034
59520,1359,61,0.000025
59528,24649,955,0.000033
59544,27244,485,0.000034
59550,7262,671,0.000033
59552,5650,665,0.000032
59559,16620,303,0.000034
59562,15701,451,0.000034
59573,9345,534,0.000035
59574,2739,308,0.000021
59578,11060,698,0.000034
59581,3659,853,0.000033
59587,8154,458,0.000024
59593,488,783,0.000012
59606,238,67,0.000007
59607,3001,465,0.000032
59642,13685,362,0.000023
59654,4408,660,0.000020
59656,15343,546,0.000033
59657,2480,418,0.000030
59664,16460,365,0.000023
59665,2684,543,0.000033
59672,203,826,0.000006
59679,12207,837,0.000033
59682,14453,697,0.000033
59686,1213,713,0.000022
59691,70,541,0.000002
59694,32415,26,0.000034
59695,2953,970,0.000031
59709,5676,283,0.000034
59723,979,518,0.000015
59725,6126,773,0.000033
59728,4676,343,0.000035
59731,5485,508,0.000034
59736,9539,682,0.000034
59741,19360,661,0.000039
59744,60,628,0.000002
59751,1676,277,0.000027
59769,25310,460,0.000033
59781,5912,395,0.000033
59788,3186,497,0.000033
59793,18758,29,0.000032
59815,5211,323,0.000370
59817,4892,443,0.000033
59832,3012,775,0.000029
59837,1781,489,0.000027
59840,3929,54,0.000033
59855,6227,29,0.000034
59857,28005,804,0.000034
59868,16993,304,0.000037
59869,25426,948,0.000034
59871,25524,168,0.000034
59875,14600,386,0.000034
59876,911,531,0.000021
59882,21500,431,0.000033
59885,5335,413,0.000034
59890,11762,191,0.000032
59895,3140,512,0.000032
59897,2201,986,0.000029
59905,3074,867,0.000031
59921,291,949,0.000008
59922,3668,317,0.000034
59927,918,346,0.000019
59930,2043,350,0.000028
59935,5402,405,0.000033
59946,29589,174,0.000033
59950,1156,683,0.000022
59958,5733,832,0.000033
59965,6264,220,0.000034
59967,5259,849,0.000034
59971,1851,390,0.000028
59973,132,188,0.000004
59983,7059,101,0.000034
60015,12476,864,0.000041
60040,14676,122,0.000033
60060,13276,843,0.000034
60077,24736,817,0.000023
60078,7895,433,0.000032
60080,1560,313,0.000026
60091,4268,808,0.000034
60092,13854,405,0.000033
60103,1587,941,0.000027
60107,2394,601,0.000025
60117,29948,741,0.000033
60132,2321,256,0.000031
60133,1567,505,0.000027
60134,6103,193,0.000034
60137,14171,163,0.000036
60147,15232,706,0.000033
60148,3438,471,0.000032
60149,4736,301,0.000020
60151,3085,437,0.000032
60152,517,412,0.000013
60154,13914,24,0.000033
60180,1203,989,0.000023
60185,3686,909,0.000022
60186,6245,355,0.000022
60188,601,427,0.000009
60191,11496,327,0.000035
60192,959,782,0.000020
60204,5303,949,0.000034
60207,15980,289,0.000033
60210,21828,503,0.000025
60215,12205,676,0.000034
60219,5101,791,0.000034
60225,8358,269,0.000033
60240,3539,440,0.000033
60244,576,262,0.000012
60245,16157,251,0.000033
60250,2033,266,0.000031
60252,7339,241,0.000034
60256,2426,921,0.000032
60257,9714,728,0.000033
60258,7404,412,0.000034
60259,9766,402,0.000035
60261,553,648,0.000014
60269,7699,408,0.000043
60271,9906,171,0.000042
60278,1460,249,0.000024
60284,22055,379,0.000041
60290,7765,678,0.000042
60291,32454,740,0.000043
60292,4830,803,0.000040
60318,5816,997,0.000033
60334,1359,768,0.000025
60337,17645,410,0.000034
60338,14779,671,0.000033
60345,4984,39,0.000033
60351,5473,927,0.000034
60355,12589,170,0.000033
60367,18552,458,0.000034
60373,27619,130,0.000034
60377,7034,542,0.000021
60378,25520,184,0.000035
60389,14215,862,0.000034
60395,4240,120,0.000035
60398,27229,46,0.000034
60412,13486,894,0.000036
60414,7454,352,0.000033
60421,1681,882,0.000028
60424,2207,126,0.000030
60426,12566,701,0.000034
60442,3977,294,0.000034
60451,2564,894,0.000033
60453,3458,463,0.000050
60454,10280,536,0.000035
60462,443,48,0.000011
60468,10584,705,0.000034
60471,5446,101,0.000034
60487,17034,704,0.000034
60491,26140,910,0.000034
60500,13837,964,0.000039
60512,1320,982,0.000025
60518,5062,262,0.000047
60537,6670,993,0.000033
60552,25162,693,0.000034
60557,21876,590,0.000035
60574,2350,792,0.000030
60585,1549,569,0.000026
60587,22060,469,0.000035
60592,8031,62,0.000034
60593,24336,53,0.000033
60603,12082,572,0.000037
60615,645,111,0.000016
60625,4735,215,0.000034
60633,763,115,0.000017
60645,2031,623,0.000029
60647,100,512,0.000003
60649,19678,529,0.000034
60653,194,933,0.000006
60656,4922,830,0.000034
60660,3882,905,0.000032
60666,19733,917,0.000042
60678,15121,145,0.000034
60690,490,474,0.000012
60693,1675,809,0.000028
60699,13473,318,0.000035
60720,1035,717,0.000022
60726,14811,774,0.000034
60739,1335,221,0.000025
60743,9021,966,0.000034
60745,1492,458,0.000027
60756,15918,405,0.000032
60772,2678,703,0.000031
60773,12892,72,0.000034
60788,27146,368,0.000033
60793,1276,207,0.000024
60796,22832,527,0.000034
60798,27219,562,0.000034
60801,1107,2,0.000021
60804,2216,148,0.000045
60805,508,789,0.000011
60820,2436,769,0.000031
60841,31178,879,0.000035
60845,2846,119,0.000043
60861,24248,923,0.000033
60864,3442,35,0.000032
60885,19224,946,0.000023
60887,9747,160,0.000178
60889,17400,116,0.000034
60892,3823,993,0.000034
60896,10983,776,0.000034
60913,13164,429,0.000034
60916,1450,584,0.000025
60921,4504,838,0.000032
60922,23520,851,0.000034
60923,522,353,0.000013
60926,8870,256,0.000034
60938,7585,298,0.000034
60950,1247,53,0.000025
60951,2073,884,0.000030
60955,1377,247,0.000026
60964,3554,211,0.000032
60969,21463,457,0.000034
60970,4342,582,0.000034
60971,15687,823,0.000035
60982,467,447,0.000013
60989,11913,439,0.000034
60992,1590,292,0.000027
60993,330,352,0.000008
60994,9168,168,0.000048
60997,4001,247,0.000034
61000,1060,216,0.000022
61007,195,689,0.000005
61027,1030,536,0.000016
61030,1088,780,0.000022
61035,536,897,0.000014
61036,26173,684,0.000034
61039,9396,64,0.000035
61042,549,282,0.000015
61044,27371,698,0.000035
61063,2775,840,0.000038
61106,6814,134,0.000034
61118,104,918,0.000003
61129,7288,8,0.000033
61174,5702,497,0.000036
61176,15082,858,0.000033
61187,15445,276,0.000034
61192,9024,655,0.000035
61197,22418,362,0.000033
61202,1267,319,0.000018
61206,11732,588,0.000024
61210,5012,79,0.000034
61252,6096,195,0.000035
61291,207,111,0.000006
61299,15743,985,0.000035
61304,21632,89,0.000033
61316,26242,147,0.000035
61317,26080,815,0.000045
61321,24618,512,0.000035
61322,650,616,0.000016
61330,26317,265,0.000033
61335,5295,771,0.000040
61336,1792,306,0.000035
61351,2047,414,0.000029
61364,28467,912,0.000033
61372,1060,22,0.000022
61373,3267,265,0.000031
61378,7407,927,0.000035
61384,11450,743,0.000037
61386,1376,999,0.000025
61411,28115,14,0.000034
61413,10927,204,0.000033
61415,1693,130,0.000028
61435,5063,176,0.000032
61440,19487,316,0.000040
61449,12785,100,0.000034
61451,993,680,0.000020
61455,5698,102,0.000034
61465,781,874,0.000018
61477,135,111,0.000003
61481,308,549,0.000009
61494,1514,427,0.000027
61503,25431,880,0.000035
61505,24553,212,0.000035
61508,5772,546,0.000041
61512,692,726,0.000015
61515,32179,26,0.000037
61526,948,376,0.000021
61533,2541,758,0.000023
61537,4770,243,0.000035
61548,6742,999,0.000024
61549,2885,977,0.000032
61570,26371,51,0.000034
61576,75,183,0.000002
61578,30481,228,0.000033
61581,11588,639,0.000040
61585,1048,927,0.000023
61590,5695,486,0.000034
61595,3919,689,0.000033
61603,2032,132,0.000032
61612,1517,586,0.000027
61616,966,624,0.000021
61618,13474,147,0.000027
61619,4809,877,0.000034
61622,7601,698,0.000034
61630,5450,750,0.000027
61632,15763,154,0.000041
61635,8122,417,0.000034
61641,9478,190,0.000034
61643,2783,817,0.000032
61652,673,647,0.000016
61656,30578,589,0.000035
61658,3422,205,0.000032
61665,19614,761,0.000043
61672,27532,509,0.000035
61677,17392,354,0.000035
61682,19538,3,0.000033
61683,4105,690,0.000033
61697,291,748,0.000008
61699,2797,964,0.000032
61700,1110,752,0.000023
61717,3053,974,0.000031
61725,5544,457,0.000024
61730,15159,886,0.000044
61736,25336,624,0.000033
61737,6068,328,0.000034
61762,17301,884,0.000032
61765,5840,647,0.000035
61769,6495,599,0.000034
61773,16897,435,0.000033
61784,20476,155,0.000037
61792,11156,607,0.000035
61814,1128,321,0.000025
61821,28817,216,0.000034
61826,27122,618,0.000035
61829,2205,780,0.000029
61838,2828,516,0.000032
61839,32024,458,0.000033
61843,1105,554,0.000022
61844,14640,382,0.000034
61845,10694,101,0.000046
61847,15705,437,0.000034
61849,15797,622,0.000023
61861,2043,759,0.000017
61869,6627,978,0.000034
61875,29908,706,0.000035
61881,3121,966,0.000034
61882,4091,818,0.000041
61889,1975,350,0.000029
61899,3130,186,0.000031
61911,7882,95,0.000033
61927,1641,217,0.000026
61929,26690,393,0.000034
61930,12533,73,0.000050
61931,9323,776,0.000034
61934,32128,124,0.000034
61942,21507,847,0.000034
61943,5587,466,0.000022
61958,1999,607,0.000029
61963,4499,758,0.000033
61972,885,23,0.000020
61974,1,131,0.000000
61977,5549,392,0.000034
61982,3423,606,0.000032
61994,5273,152,0.000034
62002,9403,499,0.000033
62006,530,705,0.000013
62011,2888,583,0.000032
62014,7903,801,0.000025
62025,4241,78,0.000033
62028,29789,205,0.000034
62030,164,615,0.000005
62038,18810,499,0.000034
62041,14738,386,0.000022
62045,11484,967,0.000035
62047,4591,693,0.000033
62056,964,545,0.000020
62063,451,612,0.000012
62077,9085,308,0.000033
62080,1115,204,0.000022
62099,5337,226,0.000034
62104,4361,627,0.000033
62110,15161,135,0.000034
62116,20579,96,0.000033
62117,9726,443,0.000033
62123,4054,526,0.000039
62136,3749,857,0.000034
62138,4046,64,0.000033
62151,20950,606,0.000031
62152,16467,542,0.000035
62166,1828,272,0.000027
62167,5952,353,0.000030
62172,5252,655,0.000035
62177,1750,382,0.000029
62193,6522,419,0.000033
62197,16732,727,0.000033
62200,615,737,0.000026
62202,3441,765,0.000033
62207,12052,951,0.000034
62210,829,390,0.000017
62214,288,36,0.000008
62216,4105,21,0.000034
62222,1946,222,0.000028
62227,718,866,0.000017
62234,12998,429,0.000034
62236,472,222,0.000024
62237,31698,248,0.000033
62243,3572,583,0.000054
62246,16137,888,0.000035
62247,1067,926,0.000022
62252,7408,455,0.000034
62258,15000,542,0.000034
62259,10668,639,0.000033
62262,5073,574,0.000034
62266,29032,468,0.000023
62269,1097,426,0.000015
62274,18727,794,0.000032
62275,719,749,0.000016
62276,7896,532,0.000034
62278,1768,127,0.000029
62279,4557,359,0.000033
62293,20551,139,0.000034
62296,6994,988,0.000034
62297,6094,210,0.000033
62314,130,57,0.000004
62316,3457,154,0.000032
62319,133,912,0.000004
62321,139,593,0.000003
62326,8044,804,0.000022
62335,6456,772,0.000030
62338,10371,287,0.000034
62344,23692,380,0.000034
62349,1153,336,0.000024
62353,10326,137,0.000034
62360,22266,901,0.000038
62369,4886,32,0.000033
62373,627,353,0.000015
62374,2107,668,0.000029
62381,10155,147,0.000034
62389,21289,956,0.000036
62392,25144,230,0.000034
62398,28857,782,0.000034
62406,7829,781,0.000070
62410,32317,433,0.000035
62413,1659,145,0.000027
62420,1830,264,0.000018
62421,26206,279,0.000034
62422,1016,947,0.000021
62424,5694,93,0.000034
62428,20647,183,0.000035
62449,673,737,0.000020
62450,1930,68,0.000028
62455,8812,456,0.000033
62468,11040,998,0.000034
62473,18546,703,0.000033
62478,3432,981,0.000038
62488,22370,201,0.000034
62526,10617,698,0.000021
62527,23105,307,0.000024
62528,17244,625,0.000045
62536,604,216,0.000014
62540,7429,719,0.000034
62553,5260,590,0.000022
62566,25864,338,0.000035
62569,10938,608,0.000023
62579,2589,936,0.000031
62580,73,1,0.000002
62596,1471,646,0.000027
62618,2411,124,0.000031
62627,5466,32,0.000033
62632,3785,785,0.000040
62633,153,977,0.000006
62644,23030,693,0.000035
62650,6393,87,0.000035
62657,15539,199,0.000035
62665,27297,133,0.000034
62679,3329,444,0.000039
62685,983,44,0.000021
62696,7038,368,0.000043
62699,1137,944,0.000023
62703,733,428,0.000015
62711,28205,146,0.000034
62717,7327,433,0.000033
62718,4069,646,0.000033
62732,1173,282,0.000016
62746,1399,419,0.000025
62748,27857,377,0.000034
62756,17429,660,0.000034
62758,10733,584,0.000038
62771,10918,121,0.000033
62784,139,283,0.000003
62787,681,883,0.000015
62798,26435,282,0.000036
62801,3876,3,0.000033
62821,848,822,0.000019
62829,435,649,0.000007
62831,5428,127,0.000040
62837,31958,355,0.000035
62855,309,557,0.000008
62869,5140,816,0.000033
62888,3294,669,0.000034
62917,1134,691,0.000023
62924,2673,143,0.000031
62931,10492,314,0.000034
62937,4108,884,0.000033
62940,1020,828,0.000021
62942,545,514,0.000013
62943,2561,481,0.000033
62944,1424,763,0.000024
62949,743,600,0.000017
62951,3854,927,0.000034
62958,19724,59,0.000061
62959,8916,16,0.000034
62964,1271,421,0.000024
62969,5565,990,0.000034
62975,25902,48,0.000034
62980,5685,628,0.000034
62981,3349,360,0.000034
63009,9563,517,0.000034
63018,8580,681,0.000035
63020,3909,469,0.000032
63038,336,135,0.000009
63044,990,642,0.000024
63050,14785,972,0.000034
63057,6335,11,0.000033
63063,8878,73,0.000034
63069,9814,153,0.000042
63072,20682,580,0.000034
63085,958,730,0.000021
63089,11134,703,0.000034
63093,3418,455,0.000032
63096,27290,431,0.000034
63099,3667,504,0.000033
63100,21760,834,0.000034
63107,31965,537,0.000034
63110,24731,870,0.000024
63114,1991,964,0.000029
63116,24982,229,0.000033
63127,20453,835,0.000034
63133,18120,57,0.000035
63142,26797,937,0.000034
63151,441,352,0.000007
63164,5705,420,0.000022
63165,23093,278,0.000024
63166,1254,831,0.000025
63173,1732,834,0.000028
63193,1130,546,0.000023
63197,2614,559,0.000032
63206,13376,439,0.000033
63217,25772,607,0.000034
63220,31394,916,0.000033
63225,559,867,0.000014
63231,30993,296,0.000050
63233,31055,552,0.000034
63243,1076,592,0.000022
63245,6779,956,0.000034
63249,25318,254,0.000035
63251,941,745,0.000019
63262,29123,448,0.000033
63266,7563,233,0.000028
63271,22475,525,0.000025
63276,11280,245,0.000066
63277,10422,438,0.000032
63295,18621,387,0.000034
63296,22101,222,0.000041
63305,6190,24,0.000034
63312,4122,886,0.000034
63320,4050,326,0.000033
63327,2941,92,0.000022
63348,10133,833,0.000034
63351,2182,992,0.000025
63355,3837,972,0.000033
63356,15179,896,0.000034
63357,3895,178,0.000033
63359,8718,756,0.000034
63362,2262,288,0.000030
63370,9242,535,0.000033
63371,12502,447,0.000034
63373,29739,489,0.000023
63388,14413,714,0.000034
63403,1323,783,0.000025
63412,21969,557,0.000034
63414,3894,833,0.000032
63420,1050,285,0.000015
63431,1694,325,0.000029
63434,1332,414,0.000026
63436,3156,239,0.000033
63442,27269,25,0.000034
63455,136,372,0.000003
63456,27325,792,0.000034
63458,15845,353,0.000034
63470,29514,264,0.000034
63487,6712,468,0.000034
63491,11562,970,0.000035
63497,21206,139,0.000033
63502,8962,595,0.000035
63503,454,703,0.000011
63504,427,369,0.000011
63505,8183,964,0.000032
63506,2326,606,0.000028
63511,342,506,0.000009
63518,3851,356,0.000040
63519,3615,239,0.000041
63525,1284,412,0.000024
63529,2619,827,0.000032
63541,3624,466,0.000034
63547,3605,268,0.000035
63556,2120,696,0.000030
63559,9604,719,0.000034
63571,6061,110,0.000033
63573,8405,669,0.000040
63577,22935,197,0.000034
63579,869,947,0.000019
63584,95,519,0.000003
63591,6080,725,0.000034
63592,1569,315,0.000027
63603,5684,368,0.000034
63606,696,310,0.000016
63619,11195,205,0.000033
63623,4981,271,0.000040
63629,3305,854,0.000033
63633,4015,984,0.000031
63634,3140,489,0.000032
63637,4730,938,0.000033
63638,10887,574,0.000034
63639,30720,756,0.000032
63640,5258,613,0.000034
63647,2299,935,0.000030
63652,2569,353,0.000032
63658,2872,746,0.000031
63690,16760,109,0.000034
63695,1999,280,0.000029
63698,12707,752,0.000039
63700,996,86,0.000023
63710,90,426,0.000003
63713,2415,857,0.000021
63721,1743,884,0.000028
63732,20054,685,0.000034
63733,9447,545,0.000032
63736,17057,101,0.000041
63752,905,806,0.000019
63760,4557,845,0.000034
63761,6293,773,0.000032
63762,2343,53,0.000030
63763,14933,131,0.000022
63769,15405,87,0.000032
63772,16165,299,0.000035
63776,12675,520,0.000024
63780,13,29,0.000000
63794,18115,630,0.000040
63806,832,939,0.000020
63814,12521,837,0.000032
63821,14355,563,0.000033
63823,24003,314,0.000033
63827,23113,822,0.000034
63829,244,765,0.000007
63833,1521,764,0.000027
63835,4835,919,0.000034
63838,14645,444,0.000034
63841,32522,9,0.000034
63842,5413,977,0.000034
63844,10253,179,0.000034
63851,875,315,0.000019
63852,22710,125,0.000034
63871,7233,919,0.000033
63879,8892,962,0.000034
63895,3,806,0.000000
63914,2297,651,0.000029
63922,29717,193,0.000035
63925,30106,834,0.000035
63937,15226,902,0.000022
63941,18184,821,0.000057
63946,15394,441,0.000034
63969,6737,464,0.000034
63970,23202,84,0.000033
63972,2060,103,0.000035
